ID,Purchasing_Document_Number,Item_Number_of_Purchasing_Document,Is_the_order_deleted,Purchasing_Document_Item _Date,Material_Number,Net_Price_in_Purchasing_Document_(in Document Currency),Account_Assignment_Category,Created_On,Flag_Material_for_Deletion_at_Client_Level,Base_Unit_of_Measure,Net_Weight
4500175596_180,4500175596,180,,2023-12-23,,10000,Partnership,,,,
4500175596_130,4500175596,130,,2023-12-23,,10000,Partnership,,,,
4500175596_170,4500175596,170,,2023-12-23,,10000,Partnership,,,,
4500175596_190,4500175596,190,,2023-12-23,,10000,Partnership,,,,
4500174272_150,4500174272,150,,2023-12-23,8024541,10000,Vendor,2014-06-25,,UN,0.0
4500175596_110,4500175596,110,,2023-12-23,,10000,Partnership,,,,
4500175596_620,4500175596,620,,2023-12-23,,10000,Partnership,,,,
4500175596_630,4500175596,630,,2023-12-23,,10000,Partnership,,,,
4500175596_640,4500175596,640,,2023-12-23,,10000,Partnership,,,,
4500175596_650,4500175596,650,,2023-12-23,,10000,Partnership,,,,
4500175596_660,4500175596,660,,2023-12-23,,10000,Partnership,,,,
4500175596_670,4500175596,670,,2023-12-23,,10000,Partnership,,,,
4500175596_680,4500175596,680,,2023-12-23,,10000,Partnership,,,,
4500175596_690,4500175596,690,,2023-12-23,,10000,Partnership,,,,
4500175596_700,4500175596,700,,2023-12-23,,10000,Partnership,,,,
4500175596_710,4500175596,710,,2023-12-23,,10000,Partnership,,,,
4500175596_720,4500175596,720,,2023-12-23,,10000,Partnership,,,,
4500175596_730,4500175596,730,,2023-12-23,,10000,Partnership,,,,
4500175596_740,4500175596,740,,2023-12-23,,10000,Partnership,,,,
4500175596_750,4500175596,750,,2023-12-23,,10000,Partnership,,,,
4500175596_760,4500175596,760,,2023-12-23,,10000,Partnership,,,,
4500175596_770,4500175596,770,,2023-12-23,,10000,Partnership,,,,
4500175596_780,4500175596,780,,2023-12-23,,10000,Partnership,,,,
4500175596_610,4500175596,610,,2023-12-23,,10000,Partnership,,,,
4500175596_790,4500175596,790,,2023-12-23,,10000,Partnership,,,,
4500175596_600,4500175596,600,,2023-12-23,,10000,Partnership,,,,
4500175596_580,4500175596,580,,2023-12-23,,10000,Partnership,,,,
4500175596_1180,4500175596,1180,,2023-12-23,,10000,Partnership,,,,
4500175596_1190,4500175596,1190,,2023-12-23,,10000,Partnership,,,,
4500175596_890,4500175596,890,,2023-12-23,,10000,Partnership,,,,
4500175596_920,4500175596,920,,2023-12-23,,10000,Partnership,,,,
4500175596_1010,4500175596,1010,,2023-12-23,,10000,Partnership,,,,
4500175596_210,4500175596,210,,2023-12-23,,10000,Partnership,,,,
4500175596_440,4500175596,440,,2023-12-23,,10000,Partnership,,,,
4500175596_450,4500175596,450,,2023-12-23,,10000,Partnership,,,,
4500175596_800,4500175596,800,,2023-12-23,,10000,Partnership,,,,
4500175596_500,4500175596,500,,2023-12-23,,10000,Partnership,,,,
4500175596_510,4500175596,510,,2023-12-23,,10000,Partnership,,,,
4500175596_520,4500175596,520,,2023-12-23,,10000,Partnership,,,,
4500175596_530,4500175596,530,,2023-12-23,,10000,Partnership,,,,
4500175596_540,4500175596,540,,2023-12-23,,10000,Partnership,,,,
4500175596_550,4500175596,550,,2023-12-23,,10000,Partnership,,,,
4500175596_560,4500175596,560,,2023-12-23,,10000,Partnership,,,,
4500175596_570,4500175596,570,,2023-12-23,,10000,Partnership,,,,
4500175596_590,4500175596,590,,2023-12-23,,10000,Partnership,,,,
4500175596_120,4500175596,120,,2023-12-23,,10000,Partnership,,,,
4500175596_810,4500175596,810,,2023-12-23,,10000,Partnership,,,,
4500175596_830,4500175596,830,,2023-12-23,,10000,Partnership,,,,
4500175596_1100,4500175596,1100,,2023-12-23,,10000,Partnership,,,,
4500175596_1110,4500175596,1110,,2023-12-23,,10000,Partnership,,,,
4500175596_1120,4500175596,1120,,2023-12-23,,10000,Partnership,,,,
4500175596_1130,4500175596,1130,,2023-12-23,,10000,Partnership,,,,
4500175596_1140,4500175596,1140,,2023-12-23,,10000,Partnership,,,,
4500175596_1150,4500175596,1150,,2023-12-23,,10000,Partnership,,,,
4500175596_1160,4500175596,1160,,2023-12-23,,10000,Partnership,,,,
4500175596_1170,4500175596,1170,,2023-12-23,,10000,Partnership,,,,
4500175596_20,4500175596,20,,2023-12-23,,10000,Partnership,,,,
4500175596_30,4500175596,30,,2023-12-23,,10000,Partnership,,,,
4500175596_40,4500175596,40,,2023-12-23,,10000,Partnership,,,,
4500175596_50,4500175596,50,,2023-12-23,,10000,Partnership,,,,
4500175596_60,4500175596,60,,2023-12-23,,10000,Partnership,,,,
4500175596_70,4500175596,70,,2023-12-23,,10000,Partnership,,,,
4500175596_80,4500175596,80,,2023-12-23,,10000,Partnership,,,,
4500175596_90,4500175596,90,,2023-12-23,,10000,Partnership,,,,
4500175596_100,4500175596,100,,2023-12-23,,10000,Partnership,,,,
4500175596_1090,4500175596,1090,,2023-12-23,,10000,Partnership,,,,
4500175596_820,4500175596,820,,2023-12-23,,10000,Partnership,,,,
4500175596_1080,4500175596,1080,,2023-12-23,,10000,Partnership,,,,
4500175596_1060,4500175596,1060,,2023-12-23,,10000,Partnership,,,,
4500175596_840,4500175596,840,,2023-12-23,,10000,Partnership,,,,
4500175596_850,4500175596,850,,2023-12-23,,10000,Partnership,,,,
4500175596_860,4500175596,860,,2023-12-23,,10000,Partnership,,,,
4500175596_870,4500175596,870,,2023-12-23,,10000,Partnership,,,,
4500175596_880,4500175596,880,,2023-12-23,,10000,Partnership,,,,
4500175596_930,4500175596,930,,2023-12-23,,10000,Partnership,,,,
4500175596_940,4500175596,940,,2023-12-23,,10000,Partnership,,,,
4500175596_950,4500175596,950,,2023-12-23,,10000,Partnership,,,,
4500175596_960,4500175596,960,,2023-12-23,,10000,Partnership,,,,
4500175596_970,4500175596,970,,2023-12-23,,10000,Partnership,,,,
4500175596_980,4500175596,980,,2023-12-23,,10000,Partnership,,,,
4500175596_990,4500175596,990,,2023-12-23,,10000,Partnership,,,,
4500175596_1000,4500175596,1000,,2023-12-23,,10000,Partnership,,,,
4500175596_1020,4500175596,1020,,2023-12-23,,10000,Partnership,,,,
4500175596_1030,4500175596,1030,,2023-12-23,,10000,Partnership,,,,
4500175596_1040,4500175596,1040,,2023-12-23,,10000,Partnership,,,,
4500175596_1050,4500175596,1050,,2023-12-23,,10000,Partnership,,,,
4500175596_1070,4500175596,1070,,2023-12-23,,10000,Partnership,,,,
4500175596_220,4500175596,220,,2023-12-23,,10000,Partnership,,,,
4500175596_360,4500175596,360,,2023-12-23,,10000,Partnership,,,,
4500175596_240,4500175596,240,,2023-12-23,,10000,Partnership,,,,
4500175601_30,4500175601,30,,2023-12-23,,10000,Partnership,,,,
4500175601_280,4500175601,280,,2023-12-23,,10000,Partnership,,,,
4500175601_140,4500175601,140,,2023-12-23,,10000,Partnership,,,,
4500175601_130,4500175601,130,,2023-12-23,,10000,Partnership,,,,
4500175601_70,4500175601,70,,2023-12-23,,10000,Partnership,,,,
4500175601_390,4500175601,390,,2023-12-23,,10000,Partnership,,,,
4500175601_330,4500175601,330,,2023-12-23,,10000,Partnership,,,,
4500175601_320,4500175601,320,,2023-12-23,,10000,Partnership,,,,
4500175601_310,4500175601,310,,2023-12-23,,10000,Partnership,,,,
4500175601_210,4500175601,210,,2023-12-23,,10000,Partnership,,,,
4500175601_410,4500175601,410,,2023-12-23,,10000,Partnership,,,,
4500175601_400,4500175601,400,,2023-12-23,,10000,Partnership,,,,
4500175601_370,4500175601,370,,2023-12-23,,10000,Partnership,,,,
4500175583_10,4500175583,10,,2023-12-23,,10000,Partnership,,,,
4500174272_430,4500174272,430,,2023-12-23,8026016,10000,Vendor,2015-05-02,,UN,0.0
4500174272_160,4500174272,160,,2023-12-23,8026016,10000,Vendor,2015-05-02,,UN,0.0
4500175598_10,4500175598,10,,2023-12-23,,10000,Partnership,,,,
4500175598_20,4500175598,20,,2023-12-23,,10000,Partnership,,,,
4500175598_30,4500175598,30,,2023-12-23,,10000,Partnership,,,,
4500174272_170,4500174272,170,,2023-12-23,8026016,10000,Vendor,2015-05-02,,UN,0.0
4500174272_300,4500174272,300,,2023-12-23,8024540,10000,Vendor,2014-06-25,,KG,5.0
4500174272_310,4500174272,310,,2023-12-23,8024540,10000,Vendor,2014-06-25,,KG,5.0
4500174272_420,4500174272,420,,2023-12-23,8024307,10000,Vendor,2014-05-12,,UN,0.0
4500175600_10,4500175600,10,,2023-12-23,,10000,Partnership,,,,
4500175600_40,4500175600,40,,2023-12-23,,10000,Partnership,,,,
4500174272_140,4500174272,140,,2023-12-23,8024541,10000,Vendor,2014-06-25,,UN,0.0
4500174272_260,4500174272,260,,2023-12-23,8021284,10000,Vendor,2013-04-10,,UN,0.0
4500175599_10,4500175599,10,,2023-12-23,,10000,Partnership,,,,
4500175599_230,4500175599,230,,2023-12-23,,10000,Partnership,,,,
4500175601_170,4500175601,170,,2023-12-23,,10000,Partnership,,,,
4500175599_220,4500175599,220,,2023-12-23,,10000,Partnership,,,,
4500175601_190,4500175601,190,,2023-12-23,,10000,Partnership,,,,
4500175601_270,4500175601,270,,2023-12-23,,10000,Partnership,,,,
4500175597_50,4500175597,50,,2023-12-23,,10000,Partnership,,,,
4500175597_30,4500175597,30,,2023-12-23,,10000,Partnership,,,,
4500175597_20,4500175597,20,,2023-12-23,,10000,Partnership,,,,
4500175597_40,4500175597,40,,2023-12-23,,10000,Partnership,,,,
4500175596_230,4500175596,230,,2023-12-23,,10000,Partnership,,,,
4500175601_10,4500175601,10,,2023-12-23,,10000,Partnership,,,,
4500175601_420,4500175601,420,,2023-12-23,,10000,Partnership,,,,
4500175601_360,4500175601,360,,2023-12-23,,10000,Partnership,,,,
4500175601_350,4500175601,350,,2023-12-23,,10000,Partnership,,,,
4500175601_340,4500175601,340,,2023-12-23,,10000,Partnership,,,,
4500175601_300,4500175601,300,,2023-12-23,,10000,Partnership,,,,
4500175601_290,4500175601,290,,2023-12-23,,10000,Partnership,,,,
4500175601_260,4500175601,260,,2023-12-23,,10000,Partnership,,,,
4500175601_250,4500175601,250,,2023-12-23,,10000,Partnership,,,,
4500175601_230,4500175601,230,,2023-12-23,,10000,Partnership,,,,
4500175601_220,4500175601,220,,2023-12-23,,10000,Partnership,,,,
4500175601_200,4500175601,200,,2023-12-23,,10000,Partnership,,,,
4500175601_180,4500175601,180,,2023-12-23,,10000,Partnership,,,,
4500175601_160,4500175601,160,,2023-12-23,,10000,Partnership,,,,
4500175601_150,4500175601,150,,2023-12-23,,10000,Partnership,,,,
4500175601_120,4500175601,120,,2023-12-23,,10000,Partnership,,,,
4500175601_110,4500175601,110,,2023-12-23,,10000,Partnership,,,,
4500175601_100,4500175601,100,,2023-12-23,,10000,Partnership,,,,
4500175601_90,4500175601,90,,2023-12-23,,10000,Partnership,,,,
4500175601_80,4500175601,80,,2023-12-23,,10000,Partnership,,,,
4500175601_60,4500175601,60,,2023-12-23,,10000,Partnership,,,,
4500175601_50,4500175601,50,,2023-12-23,,10000,Partnership,,,,
4500175601_40,4500175601,40,,2023-12-23,,10000,Partnership,,,,
4500175601_430,4500175601,430,,2023-12-23,,10000,Partnership,,,,
4500175601_240,4500175601,240,,2023-12-23,,10000,Partnership,,,,
4500175599_210,4500175599,210,,2023-12-23,,10000,Partnership,,,,
4500174272_490,4500174272,490,,2023-12-23,8021273,10000,Vendor,2013-04-10,,KG,5.0
4500175599_200,4500175599,200,,2023-12-23,,10000,Partnership,,,,
4500174272_200,4500174272,200,,2023-12-23,8021272,10000,Vendor,2013-04-10,,L,0.0
4500174272_230,4500174272,230,,2023-12-23,8021273,10000,Vendor,2013-04-10,,KG,5.0
4500174272_320,4500174272,320,,2023-12-23,8021273,10000,Vendor,2013-04-10,,KG,5.0
4500174272_330,4500174272,330,,2023-12-23,8021273,10000,Vendor,2013-04-10,,KG,5.0
4500174272_340,4500174272,340,,2023-12-23,8021273,10000,Vendor,2013-04-10,,KG,5.0
4500174272_180,4500174272,180,,2023-12-23,8021272,10000,Vendor,2013-04-10,,L,0.0
4500174272_400,4500174272,400,,2023-12-23,8021274,10000,Vendor,2013-04-10,,UN,0.0
4500174272_390,4500174272,390,,2023-12-23,8021275,10000,Vendor,2013-04-10,,UN,0.0
4500174272_210,4500174272,210,,2023-12-23,8021272,10000,Vendor,2013-04-10,,L,0.0
4500174272_220,4500174272,220,,2023-12-23,8021272,10000,Vendor,2013-04-10,,L,0.0
4500174272_360,4500174272,360,,2023-12-23,8022424,10000,Vendor,2013-08-29,,L,0.0
4500174272_410,4500174272,410,,2023-12-23,8021273,10000,Vendor,2013-04-10,,KG,5.0
4500174272_380,4500174272,380,,2023-12-23,8021281,10000,Vendor,2013-04-10,,UN,0.0
4500174272_470,4500174272,470,,2023-12-23,8021273,10000,Vendor,2013-04-10,,KG,5.0
4500174272_480,4500174272,480,,2023-12-23,8021273,10000,Vendor,2013-04-10,,KG,5.0
4500174272_350,4500174272,350,,2023-12-23,8021284,10000,Vendor,2013-04-10,,UN,0.0
4500174272_500,4500174272,500,,2023-12-23,8021202,10000,Vendor,2013-04-08,,L,0.0
4500174272_10,4500174272,10,,2023-12-23,8021272,10000,Vendor,2013-04-10,,L,0.0
4500174272_250,4500174272,250,,2023-12-23,8021282,10000,Vendor,2013-04-10,,UN,0.0
4500174272_30,4500174272,30,,2023-12-23,8023703,10000,Vendor,2014-04-01,,UN,0.0
4500174272_240,4500174272,240,,2023-12-23,8021281,10000,Vendor,2013-04-10,,UN,0.0
4500174272_100,4500174272,100,,2023-12-23,8021282,10000,Vendor,2013-04-10,,UN,0.0
4500174272_60,4500174272,60,,2023-12-23,8021281,10000,Vendor,2013-04-10,,UN,0.0
4500174272_50,4500174272,50,,2023-12-23,8021282,10000,Vendor,2013-04-10,,UN,0.0
4500174272_460,4500174272,460,,2023-12-23,8021281,10000,Vendor,2013-04-10,,UN,0.0
4500174272_120,4500174272,120,,2023-12-23,8023703,10000,Vendor,2014-04-01,,UN,0.0
4500174272_290,4500174272,290,,2023-12-23,8023703,10000,Vendor,2014-04-01,,UN,0.0
4500174272_280,4500174272,280,,2023-12-23,8023703,10000,Vendor,2014-04-01,,UN,0.0
4500174272_270,4500174272,270,,2023-12-23,8023703,10000,Vendor,2014-04-01,,UN,0.0
4500174272_190,4500174272,190,,2023-12-23,8021272,10000,Vendor,2013-04-10,,L,0.0
4500174272_130,4500174272,130,,2023-12-23,8021202,10000,Vendor,2013-04-08,,L,0.0
4500174272_110,4500174272,110,,2023-12-23,8021273,10000,Vendor,2013-04-10,,KG,5.0
4500174272_90,4500174272,90,,2023-12-23,8021272,10000,Vendor,2013-04-10,,L,0.0
4500175599_130,4500175599,130,,2023-12-23,,10000,Partnership,,,,
4500175599_120,4500175599,120,,2023-12-23,,10000,Partnership,,,,
4500175599_110,4500175599,110,,2023-12-23,,10000,Partnership,,,,
4500175599_90,4500175599,90,,2023-12-23,,10000,Partnership,,,,
4500174272_370,4500174272,370,,2023-12-23,8022423,10000,Vendor,2013-08-29,,L,0.0
4500174272_20,4500174272,20,,2023-12-23,8021272,10000,Vendor,2013-04-10,,L,0.0
4500175599_70,4500175599,70,,2023-12-23,,10000,Partnership,,,,
4500175599_50,4500175599,50,,2023-12-23,,10000,Partnership,,,,
4500174272_40,4500174272,40,,2023-12-23,8021284,10000,Vendor,2013-04-10,,UN,0.0
4500174272_70,4500174272,70,,2023-12-23,8021272,10000,Vendor,2013-04-10,,L,0.0
4500175599_40,4500175599,40,,2023-12-23,,10000,Partnership,,,,
4500175599_30,4500175599,30,,2023-12-23,,10000,Partnership,,,,
4500175599_240,4500175599,240,,2023-12-23,,10000,Partnership,,,,
4500175599_100,4500175599,100,,2023-12-23,,10000,Partnership,,,,
4500175597_60,4500175597,60,,2023-12-23,,10000,Partnership,,,,
4500175599_80,4500175599,80,,2023-12-23,,10000,Partnership,,,,
4500175599_280,4500175599,280,,2023-12-23,,496790,Partnership,,,,
4500175599_270,4500175599,270,,2023-12-23,,10000,Partnership,,,,
4500175599_260,4500175599,260,,2023-12-23,,10000,Partnership,,,,
4500175599_250,4500175599,250,,2023-12-23,,10000,Partnership,,,,
4500175599_60,4500175599,60,,2023-12-23,,10000,Partnership,,,,
4500175599_190,4500175599,190,,2023-12-23,,1151080,Partnership,,,,
4500175599_180,4500175599,180,,2023-12-23,,10000,Partnership,,,,
4500174272_450,4500174272,450,,2023-12-23,8021281,10000,Vendor,2013-04-10,,UN,0.0
4500175599_170,4500175599,170,,2023-12-23,,10000,Partnership,,,,
4500175599_160,4500175599,160,,2023-12-23,,10000,Partnership,,,,
4500175599_150,4500175599,150,,2023-12-23,,10000,Partnership,,,,
4500175599_140,4500175599,140,,2023-12-23,,10000,Partnership,,,,
4500174272_440,4500174272,440,,2023-12-23,8021284,10000,Vendor,2013-04-10,,UN,0.0
4500174272_80,4500174272,80,,2023-12-23,8021272,10000,Vendor,2013-04-10,,L,0.0
4500175599_20,4500175599,20,,2023-12-23,,10000,Partnership,,,,
4500175597_10,4500175597,10,,2023-12-23,,10000,Partnership,,,,
4500175601_380,4500175601,380,,2023-12-23,,10000,Partnership,,,,
4500175596_270,4500175596,270,,2023-12-23,,10000,Partnership,,,,
4500175596_10,4500175596,10,,2023-12-23,,10000,Partnership,,,,
4500175596_490,4500175596,490,,2023-12-23,,10000,Partnership,,,,
4500175596_480,4500175596,480,,2023-12-23,,10000,Partnership,,,,
4500175596_470,4500175596,470,,2023-12-23,,10000,Partnership,,,,
4500175596_460,4500175596,460,,2023-12-23,,10000,Partnership,,,,
4500175596_420,4500175596,420,,2023-12-23,,10000,Partnership,,,,
4500175596_410,4500175596,410,,2023-12-23,,10000,Partnership,,,,
4500175596_290,4500175596,290,,2023-12-23,,10000,Partnership,,,,
4500175596_280,4500175596,280,,2023-12-23,,10000,Partnership,,,,
4500175596_400,4500175596,400,,2023-12-23,,10000,Partnership,,,,
4500175596_390,4500175596,390,,2023-12-23,,10000,Partnership,,,,
4500175596_310,4500175596,310,,2023-12-23,,10000,Partnership,,,,
4500175596_260,4500175596,260,,2023-12-23,,10000,Partnership,,,,
4500175596_330,4500175596,330,,2023-12-23,,10000,Partnership,,,,
4500175596_320,4500175596,320,,2023-12-23,,10000,Partnership,,,,
4500175596_300,4500175596,300,,2023-12-23,,10000,Partnership,,,,
4500175596_340,4500175596,340,,2023-12-23,,10000,Partnership,,,,
4500175596_350,4500175596,350,,2023-12-23,,10000,Partnership,,,,
4500175596_250,4500175596,250,,2023-12-23,,10000,Partnership,,,,
4500175596_370,4500175596,370,,2023-12-23,,10000,Partnership,,,,
4500175596_380,4500175596,380,,2023-12-23,,10000,Partnership,,,,
4500175605_30,4500175605,30,,2023-12-24,8010010,10000,Vendor,2013-02-20,,UN,0.0
4500175605_20,4500175605,20,,2023-12-24,8010010,10000,Vendor,2013-02-20,,UN,0.0
4500160833_10,4500160833,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500172567_10,4500172567,10,,2023-12-24,120201,10000,Vendor,2013-02-21,,KG,5.0
4500156903_10,4500156903,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500158300_10,4500158300,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500159586_10,4500159586,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500170256_10,4500170256,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500156904_10,4500156904,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500175606_10,4500175606,10,,2023-12-24,8026098,10000,Vendor,2015-06-06,,UN,0.0
4500175607_10,4500175607,10,,2023-12-24,,10000,Partnership,,,,
4500159589_10,4500159589,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500175605_50,4500175605,50,,2023-12-24,8036336,10000,Vendor,2022-06-28,,UN,0.0
4500175605_110,4500175605,110,,2023-12-24,8036341,10000,Vendor,2022-06-28,,UN,0.0
4500175605_70,4500175605,70,,2023-12-24,8036337,10000,Vendor,2022-06-28,,UN,0.0
4500175605_80,4500175605,80,,2023-12-24,8036338,10000,Vendor,2022-06-28,,UN,0.0
4500175605_60,4500175605,60,,2023-12-24,8036340,10000,Vendor,2022-06-28,,UN,0.0
4500175605_40,4500175605,40,,2023-12-24,8036335,10000,Vendor,2022-06-28,,UN,0.0
4500175605_100,4500175605,100,,2023-12-24,8036332,10000,Vendor,2022-06-28,,UN,0.0
4500175605_90,4500175605,90,,2023-12-24,8036339,10000,Vendor,2022-06-28,,UN,0.0
4500175605_10,4500175605,10,,2023-12-24,8009994,10000,Vendor,2013-02-20,,UN,0.0
4500175604_10,4500175604,10,,2023-12-24,8027061,10000,Vendor,2016-06-14,,UN,0.0
4500175606_20,4500175606,20,,2023-12-24,8019191,10000,Vendor,2013-02-21,,UN,0.0
4500160832_10,4500160832,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500175550_10,4500175550,10,,2023-12-24,,10000,Partnership,,,,
4500156902_10,4500156902,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500158299_10,4500158299,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500158088_20,4500158088,20,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500159585_10,4500159585,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500160478_10,4500160478,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500170255_10,4500170255,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500158302_10,4500158302,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500156905_10,4500156905,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500159590_10,4500159590,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500160834_10,4500160834,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500170821_10,4500170821,10,,2023-12-24,120201,10000,Vendor,2013-02-21,,KG,5.0
4500169142_10,4500169142,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500158301_10,4500158301,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500159587_10,4500159587,10,,2023-12-24,120702,10000,Vendor,2013-06-27,,KG,25.0
4500161238_80,4500161238,80,,2023-12-24,,5130,Partnership,,,,
4500175603_10,4500175603,10,,2023-12-24,8020303,10000,Vendor,2013-02-21,,UN,0.0
4500175642_10,4500175642,10,,2023-12-25,8032433,5000,Vendor,2022-06-19,,UN,0.0
4500175637_210,4500175637,210,,2023-12-25,,10000,Partnership,,,,
4500175623_1,4500175623,1,,2023-12-25,,5000,Partnership,,,,
4500175637_300,4500175637,300,,2023-12-25,,10000,Partnership,,,,
4500175632_50,4500175632,50,,2023-12-25,8016316,10000,Vendor,2013-02-20,,UN,0.0
4500175633_10,4500175633,10,,2023-12-25,,10000,Partnership,,,,
4500175637_190,4500175637,190,,2023-12-25,,10000,Partnership,,,,
4500175637_60,4500175637,60,,2023-12-25,,10000,Partnership,,,,
4500175637_250,4500175637,250,,2023-12-25,,10000,Partnership,,,,
4500175637_270,4500175637,270,,2023-12-25,,10000,Partnership,,,,
4500175637_280,4500175637,280,,2023-12-25,,10000,Partnership,,,,
